JobId,MatchedJobs,OtherSuggested,Date,datepart,month,year
3580511,541,2258,07-07-2015,07,07,2015
3580511,545,1711,09-07-2015,09,07,2015
3600865,15763,9915,11-07-2015,11,07,2015
3523314,14140,244336,27-06-2015,27,06,2015
3523314,0,0,03-07-2015,03,07,2015
3523314,14043,222459,06-08-2015,06,08,2015
3511823,9362,41980,25-06-2015,25,06,2015
3544971,3174,5297,02-07-2015,02,07,2015
3550739,1461,57438,02-07-2015,02,07,2015
3550739,1458,52739,03-07-2015,03,07,2015
3531975,0,0,30-06-2015,30,06,2015
3531975,0,0,03-07-2015,03,07,2015
3638746,349,2517,16-07-2015,16,07,2015
3638746,362,275,18-07-2015,18,07,2015
3638746,362,48,28-07-2015,28,07,2015
3638746,364,35,30-07-2015,30,07,2015
3638746,367,78,01-08-2015,01,08,2015
3638746,356,69,04-08-2015,04,08,2015
3638746,352,39,06-08-2015,06,08,2015
3557861,4893,65778,03-07-2015,03,07,2015
3557861,4892,60145,04-07-2015,04,07,2015
3557861,4869,67281,23-07-2015,23,07,2015
3557861,4853,61329,25-07-2015,25,07,2015
3556915,292,20,02-07-2015,02,07,2015
3556915,294,0,04-07-2015,04,07,2015
3603935,3,773,11-07-2015,11,07,2015
3654369,133,4,21-07-2015,21,07,2015
3633573,186,35368,16-07-2015,16,07,2015
3633573,183,33793,18-07-2015,18,07,2015
3580043,1440,95599,07-07-2015,07,07,2015
3580043,1450,92032,09-07-2015,09,07,2015
3557081,43,23,02-07-2015,02,07,2015
3557081,42,10,04-07-2015,04,07,2015
3583613,10,11,07-07-2015,07,07,2015
3583613,9,1,09-07-2015,09,07,2015
3583613,8,4,23-07-2015,23,07,2015
3524047,86,5393,27-06-2015,27,06,2015
3524047,0,0,03-07-2015,03,07,2015
3616207,0,35,14-07-2015,14,07,2015
3616207,0,36,16-07-2015,16,07,2015
3590379,785,12796,09-07-2015,09,07,2015
3531979,0,0,30-06-2015,30,06,2015
3531979,0,0,03-07-2015,03,07,2015
3583869,11,836,09-07-2015,09,07,2015
3486909,45157,43667,20-06-2015,20,06,2015
3578971,1,2,07-07-2015,07,07,2015
3567065,30,4404,04-07-2015,04,07,2015
3617735,1968,31396,14-07-2015,14,07,2015
3617735,1902,30572,16-07-2015,16,07,2015
3522587,939,82356,27-06-2015,27,06,2015
3522587,0,0,03-07-2015,03,07,2015
3544269,2,20,30-06-2015,30,06,2015
3544269,2,15,02-07-2015,02,07,2015
3600039,5543,35484,09-07-2015,09,07,2015
3600039,5668,2152,11-07-2015,11,07,2015
3499889,11,659,23-06-2015,23,06,2015
3533465,160,18643,30-06-2015,30,06,2015
3533465,158,12738,02-07-2015,02,07,2015
3533465,0,0,03-07-2015,03,07,2015
3532835,339,0,30-06-2015,30,06,2015
3532835,334,0,02-07-2015,02,07,2015
3571701,122,2593,07-07-2015,07,07,2015
3569807,0,0,04-07-2015,04,07,2015
3667873,4983,4948,23-07-2015,23,07,2015
3577169,1888,22674,07-07-2015,07,07,2015
3626099,403,9127,16-07-2015,16,07,2015
3626099,406,9229,28-07-2015,28,07,2015
3626099,410,9335,30-07-2015,30,07,2015
3626099,415,9499,01-08-2015,01,08,2015
3626099,410,9402,04-08-2015,04,08,2015
3626099,409,9360,06-08-2015,06,08,2015
3626099,409,9355,08-08-2015,08,08,2015
3571705,0,0,07-07-2015,07,07,2015
3667651,406,3654,23-07-2015,23,07,2015
3531051,150,85,30-06-2015,30,06,2015
3610017,3870,15183,11-07-2015,11,07,2015
3529771,931,2041,30-06-2015,30,06,2015
3529771,931,6940,02-07-2015,02,07,2015
3529771,0,0,03-07-2015,03,07,2015
3529771,966,7521,06-08-2015,06,08,2015
3529771,966,6820,08-08-2015,08,08,2015
3529771,977,7136,11-08-2015,11,08,2015
3695559,996,26554,28-07-2015,28,07,2015
3695559,990,20404,30-07-2015,30,07,2015
3695559,984,11430,06-08-2015,06,08,2015
3510243,7773,138535,25-06-2015,25,06,2015
3510243,7871,83791,23-07-2015,23,07,2015
3579037,2247,10754,07-07-2015,07,07,2015
3536731,2304,4912,02-07-2015,02,07,2015
3555223,838,8706,03-07-2015,03,07,2015
3555223,835,7332,04-07-2015,04,07,2015
3680593,0,2056,25-07-2015,25,07,2015
3680593,0,2017,01-08-2015,01,08,2015
3680593,0,1362,08-08-2015,08,08,2015
3619539,20219,43897,14-07-2015,14,07,2015
3619539,19546,43079,16-07-2015,16,07,2015
3542285,2772,46,02-07-2015,02,07,2015
3626189,28,1036,16-07-2015,16,07,2015
3626189,29,992,28-07-2015,28,07,2015
3626189,32,1012,30-07-2015,30,07,2015
3626189,31,1049,01-08-2015,01,08,2015
3626189,31,980,04-08-2015,04,08,2015
3626189,32,994,06-08-2015,06,08,2015
3626189,30,983,08-08-2015,08,08,2015
3687173,293,144,28-07-2015,28,07,2015
3551061,3,200,02-07-2015,02,07,2015
3522865,1225,31745,27-06-2015,27,06,2015
3522865,0,0,03-07-2015,03,07,2015
3557119,2344,16273,02-07-2015,02,07,2015
3557119,2343,15011,04-07-2015,04,07,2015
3569401,356,7941,04-07-2015,04,07,2015
3538213,3,8,30-06-2015,30,06,2015
3538213,3,3,02-07-2015,02,07,2015
3452087,5233,29003,11-06-2015,11,06,2015
3452087,5470,29793,02-07-2015,02,07,2015
3452087,5472,25785,04-07-2015,04,07,2015
3452087,5604,30561,14-07-2015,14,07,2015
3452087,5392,27685,16-07-2015,16,07,2015
3452087,5625,26995,08-08-2015,08,08,2015
3571545,1396,36661,07-07-2015,07,07,2015
3553277,27,0,04-07-2015,04,07,2015
3680361,8,164,25-07-2015,25,07,2015
3680361,7,143,01-08-2015,01,08,2015
3680361,7,137,08-08-2015,08,08,2015
3544271,2598,5314,30-06-2015,30,06,2015
3544271,2621,4876,02-07-2015,02,07,2015
3600379,3091,62767,11-07-2015,11,07,2015
3531971,4124,8265,30-06-2015,30,06,2015
3605195,834,1065,11-07-2015,11,07,2015
3603545,2987,117,11-07-2015,11,07,2015
3579833,10,13,07-07-2015,07,07,2015
3579833,8,7,09-07-2015,09,07,2015
3584893,1030,12787,07-07-2015,07,07,2015
3584893,1044,4109,09-07-2015,09,07,2015
3690829,15,2351,28-07-2015,28,07,2015
3690829,16,2438,30-07-2015,30,07,2015
3553169,658,1,04-07-2015,04,07,2015
3687417,1957,8884,28-07-2015,28,07,2015
3668353,206,2125,23-07-2015,23,07,2015
3668353,208,2027,25-07-2015,25,07,2015
3668353,213,1973,28-07-2015,28,07,2015
3668353,211,2015,30-07-2015,30,07,2015
3668353,211,2146,01-08-2015,01,08,2015
3668353,205,2172,04-08-2015,04,08,2015
3569755,41,44,04-07-2015,04,07,2015
3527135,0,0,03-07-2015,03,07,2015
3687807,6270,3012,28-07-2015,28,07,2015
3578399,40,29,07-07-2015,07,07,2015
3638919,0,0,23-07-2015,23,07,2015
3638919,0,0,25-07-2015,25,07,2015
3551361,1154,571,02-07-2015,02,07,2015
3551361,1158,1474,04-07-2015,04,07,2015
3551361,1149,1527,07-07-2015,07,07,2015
3551361,1154,1596,09-07-2015,09,07,2015
3551361,1165,943,11-07-2015,11,07,2015
3551361,1177,1617,14-07-2015,14,07,2015
3551361,1144,958,16-07-2015,16,07,2015
3551361,1146,1282,18-07-2015,18,07,2015
3551361,1132,1621,21-07-2015,21,07,2015
3551361,1134,453,23-07-2015,23,07,2015
3538409,163,1042,30-06-2015,30,06,2015
3538409,167,953,02-07-2015,02,07,2015
3538409,0,0,03-07-2015,03,07,2015
3626341,802,27032,16-07-2015,16,07,2015
3614665,3539,33095,11-07-2015,11,07,2015
3529631,7854,17256,27-06-2015,27,06,2015
3529631,0,0,03-07-2015,03,07,2015
3525851,925,47379,02-07-2015,02,07,2015
3695903,7,14029,28-07-2015,28,07,2015
3695903,6,11640,30-07-2015,30,07,2015
3503215,4358,3240,25-06-2015,25,06,2015
3631271,2496,23197,16-07-2015,16,07,2015
3631271,2538,15612,18-07-2015,18,07,2015
3579383,2,8,07-07-2015,07,07,2015
3579383,2,9,09-07-2015,09,07,2015
3648641,385,5084,18-07-2015,18,07,2015
3446759,350,12,20-06-2015,20,06,2015
3531555,7111,15132,30-06-2015,30,06,2015
3507687,4871,98425,23-06-2015,23,06,2015
3507687,4904,876,25-06-2015,25,06,2015
3605689,297,774,16-07-2015,16,07,2015
3605689,306,227,18-07-2015,18,07,2015
3605689,296,820,04-08-2015,04,08,2015
3605689,309,341,06-08-2015,06,08,2015
3617439,22616,62869,14-07-2015,14,07,2015
3617439,21745,48843,16-07-2015,16,07,2015
3585367,1845,614,09-07-2015,09,07,2015
3570487,12828,41316,04-07-2015,04,07,2015
3558555,14259,80957,07-07-2015,07,07,2015
3552877,4,26,02-07-2015,02,07,2015
3552877,4,15,04-07-2015,04,07,2015
3552877,7,7,06-08-2015,06,08,2015
3654761,22,29,21-07-2015,21,07,2015
3580367,3111,126766,07-07-2015,07,07,2015
3580367,3112,115840,09-07-2015,09,07,2015
3681891,188,23165,25-07-2015,25,07,2015
3668159,69,1941,23-07-2015,23,07,2015
3668159,66,1090,25-07-2015,25,07,2015
3531057,102,2147,30-06-2015,30,06,2015
3531057,0,0,03-07-2015,03,07,2015
3531057,0,0,03-07-2015,03,07,2015
3531057,0,0,03-07-2015,03,07,2015
3647867,381,366,18-07-2015,18,07,2015
3687113,213,6684,25-07-2015,25,07,2015
3619013,54,168,16-07-2015,16,07,2015
3567031,121,2014,04-07-2015,04,07,2015
3523317,362,1160,27-06-2015,27,06,2015
3523317,0,0,03-07-2015,03,07,2015
3513613,69,696,25-06-2015,25,06,2015
3513613,74,705,27-06-2015,27,06,2015
3521185,3,112,25-06-2015,25,06,2015
3521185,2,113,27-06-2015,27,06,2015
3530133,533,1292,30-06-2015,30,06,2015
3530133,0,0,03-07-2015,03,07,2015
3421887,0,40,04-06-2015,04,06,2015
3421887,0,39,06-06-2015,06,06,2015
3540889,1553,4707,02-07-2015,02,07,2015
3689681,2999,10523,28-07-2015,28,07,2015
3689681,3036,6913,30-07-2015,30,07,2015
3558327,147,3452,07-07-2015,07,07,2015
3610491,216,696,11-07-2015,11,07,2015
3673483,3,83,23-07-2015,23,07,2015
3673483,2,71,25-07-2015,25,07,2015
3673483,3,71,28-07-2015,28,07,2015
3673483,3,55,30-07-2015,30,07,2015
3673483,3,71,01-08-2015,01,08,2015
3532921,26508,252146,30-06-2015,30,06,2015
3532921,26744,248392,02-07-2015,02,07,2015
3685259,1188,16051,25-07-2015,25,07,2015
3639835,273,8903,18-07-2015,18,07,2015
3639835,262,8616,28-07-2015,28,07,2015
3639835,279,8501,30-07-2015,30,07,2015
3639835,274,8404,04-08-2015,04,08,2015
3639835,272,7955,08-08-2015,08,08,2015
3547547,1322,21679,02-07-2015,02,07,2015
3702329,85,222,30-07-2015,30,07,2015
3530765,3398,22721,02-07-2015,02,07,2015
3530765,1346,5023,07-07-2015,07,07,2015
3696811,9346,9537,30-07-2015,30,07,2015
3601765,651,3,11-07-2015,11,07,2015
3600071,16749,78194,09-07-2015,09,07,2015
3600071,17056,4312,11-07-2015,11,07,2015
3632719,96,1533,16-07-2015,16,07,2015
3529233,25,399,27-06-2015,27,06,2015
3529233,0,0,03-07-2015,03,07,2015
3624289,19998,64362,14-07-2015,14,07,2015
3624289,0,0,16-07-2015,16,07,2015
3558423,0,0,03-07-2015,03,07,2015
3558423,0,0,04-07-2015,04,07,2015
3636081,4375,1215,16-07-2015,16,07,2015
3636081,4475,62,18-07-2015,18,07,2015
3538057,14,29,30-06-2015,30,06,2015
3538057,13,31,02-07-2015,02,07,2015
3594783,1944,7183,09-07-2015,09,07,2015
3594783,1977,3282,11-07-2015,11,07,2015
3579703,98,1236,07-07-2015,07,07,2015
3579703,97,1487,09-07-2015,09,07,2015
3626237,32,9,16-07-2015,16,07,2015
3579931,226,561,07-07-2015,07,07,2015
3579931,222,405,09-07-2015,09,07,2015
3558283,10,284,07-07-2015,07,07,2015
3647647,2,631,21-07-2015,21,07,2015
3696907,290,3326,30-07-2015,30,07,2015
3673863,581,31335,23-07-2015,23,07,2015
3673863,579,29222,25-07-2015,25,07,2015
3630741,0,0,16-07-2015,16,07,2015
3596439,133,395,09-07-2015,09,07,2015
3596439,130,14,11-07-2015,11,07,2015
3547365,0,0,02-07-2015,02,07,2015
3596451,78,0,09-07-2015,09,07,2015
3596451,80,0,11-07-2015,11,07,2015
2284301,402,4751,12-10-2014,12,10,2014
2284301,407,5978,13-10-2014,13,10,2014
2284301,383,6074,12-11-2014,12,11,2014
2284301,352,5597,13-11-2014,13,11,2014
2284301,380,6179,14-11-2014,14,11,2014
2284301,340,4563,27-11-2014,27,11,2014
2284301,380,4968,28-11-2014,28,11,2014
2284301,387,6135,29-11-2014,29,11,2014
2284301,395,6317,30-11-2014,30,11,2014
2284301,381,6191,01-12-2014,01,12,2014
2284301,373,5633,03-12-2014,03,12,2014
2284301,349,5541,04-12-2014,04,12,2014
2284301,380,5991,05-12-2014,05,12,2014
2284301,325,5206,18-12-2014,18,12,2014
2284301,365,6200,20-12-2014,20,12,2014
2284301,350,5412,03-01-2015,03,01,2015
2284301,271,5148,08-01-2015,08,01,2015
2284301,357,5789,10-01-2015,10,01,2015
2284301,271,5009,15-01-2015,15,01,2015
2284301,360,5746,17-01-2015,17,01,2015
2284301,365,6495,05-02-2015,05,02,2015
2284301,492,5461,07-02-2015,07,02,2015
2284301,385,6637,19-02-2015,19,02,2015
2284301,385,6637,19-02-2015,19,02,2015
2284301,385,6637,19-02-2015,19,02,2015
2284301,476,7704,21-02-2015,21,02,2015
2284301,377,6113,24-02-2015,24,02,2015
2284301,356,2950,26-02-2015,26,02,2015
2284301,443,5173,28-02-2015,28,02,2015
2284301,358,1742,03-03-2015,03,03,2015
2284301,343,3229,05-03-2015,05,03,2015
2284301,449,6149,07-03-2015,07,03,2015
2284301,347,5869,10-03-2015,10,03,2015
2284301,335,5470,12-03-2015,12,03,2015
2284301,443,5015,14-03-2015,14,03,2015
2284301,345,5529,17-03-2015,17,03,2015
2284301,333,5733,19-03-2015,19,03,2015
2284301,432,7264,21-03-2015,21,03,2015
2284301,334,4579,24-03-2015,24,03,2015
2284301,412,7092,25-03-2015,25,03,2015
2284301,321,3392,26-03-2015,26,03,2015
2284301,433,3652,27-03-2015,27,03,2015
2284301,219,1931,28-03-2015,28,03,2015
2284301,419,7185,02-04-2015,02,04,2015
2284301,417,7235,04-04-2015,04,04,2015
2284301,315,4598,07-04-2015,07,04,2015
2284301,306,5755,09-04-2015,09,04,2015
2284301,405,7237,11-04-2015,11,04,2015
2284301,305,4992,14-04-2015,14,04,2015
2284301,295,5682,16-04-2015,16,04,2015
2284301,295,5682,16-04-2015,16,04,2015
2284301,407,7345,18-04-2015,18,04,2015
2284301,397,5491,21-04-2015,21,04,2015
2284301,303,5794,28-04-2015,28,04,2015
2284301,414,6914,29-04-2015,29,04,2015
2284301,414,6914,29-04-2015,29,04,2015
2284301,414,6914,29-04-2015,29,04,2015
2284301,414,6914,29-04-2015,29,04,2015
2284301,303,5845,07-05-2015,07,05,2015
2284301,434,6114,09-05-2015,09,05,2015
2284301,431,7629,16-05-2015,16,05,2015
2284301,289,5840,19-05-2015,19,05,2015
2284301,130,5895,21-05-2015,21,05,2015
2284301,188,4186,28-05-2015,28,05,2015
2284301,341,7487,30-05-2015,30,05,2015
2284301,333,5563,02-06-2015,02,06,2015
2284301,346,7549,06-06-2015,06,06,2015
2284301,331,5999,09-06-2015,09,06,2015
2284301,335,7518,11-06-2015,11,06,2015
2284301,342,6931,13-06-2015,13,06,2015
2284301,356,5311,16-06-2015,16,06,2015
2284301,363,5064,18-06-2015,18,06,2015
2284301,361,5119,04-07-2015,04,07,2015
2284301,362,6087,09-07-2015,09,07,2015
2284301,360,5157,11-07-2015,11,07,2015
2284301,341,5839,16-07-2015,16,07,2015
2284301,350,5729,18-07-2015,18,07,2015
2284301,344,6190,28-07-2015,28,07,2015
2284301,344,5680,30-07-2015,30,07,2015
2284301,348,5534,01-08-2015,01,08,2015
2284301,349,5273,04-08-2015,04,08,2015
2284301,348,4942,06-08-2015,06,08,2015
2284301,344,4542,08-08-2015,08,08,2015
2284301,343,5407,11-08-2015,11,08,2015
3546981,883,6140,02-07-2015,02,07,2015
3484277,84,3783,20-06-2015,20,06,2015
3525377,435,74454,27-06-2015,27,06,2015
3525377,517,83235,03-07-2015,03,07,2015
3525377,517,81735,04-07-2015,04,07,2015
3164167,59,0,18-04-2015,18,04,2015
3660165,11,24,21-07-2015,21,07,2015
3660165,7,22,23-07-2015,23,07,2015
3660165,9,24,28-07-2015,28,07,2015
3660165,11,20,30-07-2015,30,07,2015
3660165,9,22,01-08-2015,01,08,2015
3660165,9,21,04-08-2015,04,08,2015
3579971,7894,284040,07-07-2015,07,07,2015
3579971,7958,170867,09-07-2015,09,07,2015
3655071,2088,27356,23-07-2015,23,07,2015
3655071,2101,48,25-07-2015,25,07,2015
3479307,4429,12769,18-06-2015,18,06,2015
3650193,1296,13613,18-07-2015,18,07,2015
3532917,26508,254090,30-06-2015,30,06,2015
3532917,26744,204262,02-07-2015,02,07,2015
3573509,222,191,07-07-2015,07,07,2015
3584947,1456,12747,07-07-2015,07,07,2015
3584947,1480,6023,09-07-2015,09,07,2015
3584947,1449,4427,28-07-2015,28,07,2015
3584947,1466,5039,30-07-2015,30,07,2015
3625295,807,67408,14-07-2015,14,07,2015
3625295,786,45037,16-07-2015,16,07,2015
3553167,127,1,04-07-2015,04,07,2015
3643849,693,4009,18-07-2015,18,07,2015
3592091,1289,43359,09-07-2015,09,07,2015
3592091,1316,40621,11-07-2015,11,07,2015
3638525,3,549,16-07-2015,16,07,2015
3638525,3,548,18-07-2015,18,07,2015
3481343,1698,8782,18-06-2015,18,06,2015
3481343,1696,4399,20-06-2015,20,06,2015
3560105,8,290,04-07-2015,04,07,2015
3427975,36,29,09-06-2015,09,06,2015
3594379,566,4469,09-07-2015,09,07,2015
3594379,579,44,11-07-2015,11,07,2015
3605075,0,18,11-07-2015,11,07,2015
3687953,17,1417,28-07-2015,28,07,2015
3661463,7221,80484,23-07-2015,23,07,2015
3564041,313,2442,09-07-2015,09,07,2015
3633187,89,448,16-07-2015,16,07,2015
3633187,91,416,18-07-2015,18,07,2015
3645277,155,3639,18-07-2015,18,07,2015
3521783,5600,64910,25-06-2015,25,06,2015
3521783,5687,67340,27-06-2015,27,06,2015
3545625,40,1152,02-07-2015,02,07,2015
3545625,41,1080,04-07-2015,04,07,2015
2030839,26,100,18-07-2014,18,07,2014
2030839,26,92,19-07-2014,19,07,2014
2030839,19,82,31-07-2014,31,07,2014
2030839,22,76,01-08-2014,01,08,2014
2030839,23,60,02-08-2014,02,08,2014
2030839,23,98,07-10-2014,07,10,2014
2030839,22,85,08-10-2014,08,10,2014
2030839,22,16,09-10-2014,09,10,2014
2030839,23,98,17-10-2014,17,10,2014
2030839,23,82,18-10-2014,18,10,2014
2030839,23,68,19-10-2014,19,10,2014
2030839,25,110,05-11-2014,05,11,2014
2030839,24,74,06-11-2014,06,11,2014
2030839,26,84,07-11-2014,07,11,2014
2030839,25,115,02-12-2014,02,12,2014
2030839,25,124,03-12-2014,03,12,2014
2030839,22,13,04-12-2014,04,12,2014
2030839,22,113,18-12-2014,18,12,2014
2030839,29,14,20-12-2014,20,12,2014
2030839,27,120,03-01-2015,03,01,2015
2030839,19,91,20-01-2015,20,01,2015
2030839,19,44,22-01-2015,22,01,2015
2030839,14,31,03-02-2015,03,02,2015
2030839,16,28,12-02-2015,12,02,2015
2030839,16,28,12-02-2015,12,02,2015
2030839,16,28,12-02-2015,12,02,2015
2030839,16,28,12-02-2015,12,02,2015
2030839,26,67,14-02-2015,14,02,2015
2030839,20,16,03-03-2015,03,03,2015
2030839,18,11,05-03-2015,05,03,2015
2030839,17,21,19-03-2015,19,03,2015
2030839,29,20,21-03-2015,21,03,2015
2030839,26,7,02-04-2015,02,04,2015
2030839,22,84,16-04-2015,16,04,2015
2030839,22,84,16-04-2015,16,04,2015
2030839,29,79,18-04-2015,18,04,2015
2030839,21,78,19-05-2015,19,05,2015
2030839,35,42,02-06-2015,02,06,2015
2030839,36,28,04-06-2015,04,06,2015
2030839,38,48,16-06-2015,16,06,2015
2030839,35,39,18-06-2015,18,06,2015
2030839,37,44,02-07-2015,02,07,2015
2030839,37,38,03-07-2015,03,07,2015
2030839,37,20,04-07-2015,04,07,2015
2030839,38,26,14-07-2015,14,07,2015
2030839,0,0,16-07-2015,16,07,2015
2030839,33,37,08-08-2015,08,08,2015
3583547,18254,137416,07-07-2015,07,07,2015
3583547,18366,23213,09-07-2015,09,07,2015
3555949,3807,32485,03-07-2015,03,07,2015
3555949,3841,5775,04-07-2015,04,07,2015
3697047,11893,13801,30-07-2015,30,07,2015
3544691,56,335,02-07-2015,02,07,2015
3626602,876,122,16-07-2015,16,07,2015
3626602,885,42,18-07-2015,18,07,2015
3533780,674,14481,30-06-2015,30,06,2015
3533780,687,9528,02-07-2015,02,07,2015
3533780,693,13443,06-08-2015,06,08,2015
3652397,1918,10221,21-07-2015,21,07,2015
3525645,137,23151,30-06-2015,30,06,2015
3525645,138,13458,02-07-2015,02,07,2015
3694767,6,1798,28-07-2015,28,07,2015
3694767,6,1750,30-07-2015,30,07,2015
3671101,1362,10083,23-07-2015,23,07,2015
3671101,1366,2617,25-07-2015,25,07,2015
3686445,11,464,25-07-2015,25,07,2015
3686445,13,461,30-07-2015,30,07,2015
3569671,13,58,04-07-2015,04,07,2015
3648657,1713,2313,18-07-2015,18,07,2015
3565323,366,305,04-07-2015,04,07,2015
3585865,223,4121,11-07-2015,11,07,2015
3546449,8122,74891,02-07-2015,02,07,2015
3600459,0,3,11-07-2015,11,07,2015
3665875,2775,10300,23-07-2015,23,07,2015
3600365,599,7279,09-07-2015,09,07,2015
3600365,607,7274,11-07-2015,11,07,2015
3611113,0,0,16-07-2015,16,07,2015
3611113,0,0,18-07-2015,18,07,2015
3304063,135,97,14-05-2015,14,05,2015
3304063,194,14,16-05-2015,16,05,2015
3553041,18,85,02-07-2015,02,07,2015
3553041,18,62,04-07-2015,04,07,2015
3538593,1488,474,30-06-2015,30,06,2015
3538593,1477,118,02-07-2015,02,07,2015
3513423,20,0,25-06-2015,25,06,2015
3513423,20,1,27-06-2015,27,06,2015
3530167,38,319,30-06-2015,30,06,2015
3530167,0,0,03-07-2015,03,07,2015
3530167,0,0,03-07-2015,03,07,2015
3530167,0,0,03-07-2015,03,07,2015
3530167,0,0,03-07-2015,03,07,2015
3577165,1841,78564,07-07-2015,07,07,2015
3636093,2375,6071,16-07-2015,16,07,2015
3636093,2470,1370,18-07-2015,18,07,2015
3558167,186,31,04-07-2015,04,07,2015
3624321,2702,8850,14-07-2015,14,07,2015
3624321,2576,2283,16-07-2015,16,07,2015
3473103,792,5893,18-06-2015,18,06,2015
3646385,82,558,21-07-2015,21,07,2015
3602263,203,638,11-07-2015,11,07,2015
3527195,0,0,03-07-2015,03,07,2015
3532427,351,0,30-06-2015,30,06,2015
3532427,344,21,02-07-2015,02,07,2015
3532427,353,28,11-08-2015,11,08,2015
3645753,10,3898,18-07-2015,18,07,2015
3645753,9,3420,30-07-2015,30,07,2015
3578361,27,566,07-07-2015,07,07,2015
3567079,640,12825,04-07-2015,04,07,2015
3618067,410,87,14-07-2015,14,07,2015
3618067,402,24,16-07-2015,16,07,2015
3551187,3824,53465,02-07-2015,02,07,2015
3551187,3818,52436,03-07-2015,03,07,2015
3418775,13,3806,06-06-2015,06,06,2015
3634373,11471,28330,16-07-2015,16,07,2015
3634373,11680,48,18-07-2015,18,07,2015
3624135,303,946,14-07-2015,14,07,2015
3624135,0,0,16-07-2015,16,07,2015
3552265,673,5189,02-07-2015,02,07,2015
3552265,684,441,04-07-2015,04,07,2015
3594915,15,272,09-07-2015,09,07,2015
3594915,15,261,11-07-2015,11,07,2015
3647383,17,42,21-07-2015,21,07,2015
3557911,0,1,04-07-2015,04,07,2015
3557911,0,0,06-08-2015,06,08,2015
3557911,0,0,08-08-2015,08,08,2015
3668555,997,2464,23-07-2015,23,07,2015
3668555,1016,2534,25-07-2015,25,07,2015
3593909,17,5869,09-07-2015,09,07,2015
3593909,17,5351,11-07-2015,11,07,2015
3593909,17,5972,14-07-2015,14,07,2015
3593909,16,5106,16-07-2015,16,07,2015
3550523,344,1426,02-07-2015,02,07,2015
3550523,359,1,30-07-2015,30,07,2015
3590215,52,272,11-07-2015,11,07,2015
3563161,7,3,09-07-2015,09,07,2015
3563161,7,1,11-07-2015,11,07,2015
3578391,127,65,07-07-2015,07,07,2015
3590105,5180,4815,09-07-2015,09,07,2015
3504179,0,0,25-06-2015,25,06,2015
3680343,3,179,25-07-2015,25,07,2015
3680343,2,187,01-08-2015,01,08,2015
3680343,2,58,08-08-2015,08,08,2015
3459731,25241,154949,13-06-2015,13,06,2015
3584877,4,52,07-07-2015,07,07,2015
3584877,3,51,09-07-2015,09,07,2015
3639769,35,558,18-07-2015,18,07,2015
3532397,33,164,30-06-2015,30,06,2015
3532397,0,0,03-07-2015,03,07,2015
3532397,0,0,03-07-2015,03,07,2015
3532397,0,0,03-07-2015,03,07,2015
3532397,0,0,16-07-2015,16,07,2015
3532397,37,2312,18-07-2015,18,07,2015
3600867,42,1093,11-07-2015,11,07,2015
3653663,1137,4257,21-07-2015,21,07,2015
3594131,61,10,09-07-2015,09,07,2015
3594131,60,13,11-07-2015,11,07,2015
3531127,16,3222,30-06-2015,30,06,2015
3531127,14,3158,09-07-2015,09,07,2015
3531127,16,782,11-07-2015,11,07,2015
3565277,610,1731,04-07-2015,04,07,2015
3291547,143,861,12-05-2015,12,05,2015
3291547,145,848,14-05-2015,14,05,2015
3574539,29,663,07-07-2015,07,07,2015
3561665,648,3513,04-07-2015,04,07,2015
3555953,25098,64288,04-07-2015,04,07,2015
3502713,6,2226,25-06-2015,25,06,2015
3544689,0,1,30-06-2015,30,06,2015
3544689,0,1,02-07-2015,02,07,2015
3544689,0,0,11-08-2015,11,08,2015
3569631,518,8027,04-07-2015,04,07,2015
3525021,0,0,30-06-2015,30,06,2015
3431745,136,463,09-06-2015,09,06,2015
3431745,137,383,11-06-2015,11,06,2015
3550353,0,0,02-07-2015,02,07,2015
3550353,0,0,04-07-2015,04,07,2015
3618605,34,555,16-07-2015,16,07,2015
3531511,609,0,02-07-2015,02,07,2015
3557479,13275,90235,02-07-2015,02,07,2015
3557479,13382,66640,04-07-2015,04,07,2015
3618735,2535,92435,14-07-2015,14,07,2015
3618735,2450,1870,16-07-2015,16,07,2015
3666757,660,13748,23-07-2015,23,07,2015
3666925,138,2513,28-07-2015,28,07,2015
3666925,139,1972,30-07-2015,30,07,2015
3666925,135,2746,04-08-2015,04,08,2015
3666925,137,2511,08-08-2015,08,08,2015
3579999,213,8260,07-07-2015,07,07,2015
3579999,214,7457,09-07-2015,09,07,2015
3579999,256,9895,28-07-2015,28,07,2015
3579999,261,8971,30-07-2015,30,07,2015
3653833,2118,34221,21-07-2015,21,07,2015
3481261,4,19,18-06-2015,18,06,2015
3643481,1504,12019,18-07-2015,18,07,2015
3557381,193,685,02-07-2015,02,07,2015
3557381,197,593,04-07-2015,04,07,2015
3524067,2,93,27-06-2015,27,06,2015
3524067,2,94,30-06-2015,30,06,2015
3524067,2,73,02-07-2015,02,07,2015
3524067,0,0,03-07-2015,03,07,2015
3579149,753,1151,07-07-2015,07,07,2015
1930885,6805,30636,12-06-2014,12,06,2014
1930885,8118,95943,22-06-2014,22,06,2014
1930885,8154,57191,23-06-2014,23,06,2014
1930885,6762,25917,24-06-2014,24,06,2014
1930885,7940,45754,02-07-2014,02,07,2014
1930885,8009,19104,03-07-2014,03,07,2014
1930885,8067,31765,04-07-2014,04,07,2014
