user_industry,job_industry,Industry_Score
- Any -,BPO / Call Center,0.63
- Any -,IT - Software,0.13
- Any -,Education / Training,0.05
- Any -,Pharma / Biotech,0.05
- Any -,Quality Certification,0.04
- Any -,Advertising / MR / PR / Events,0.03
- Any -,Automobile / Auto Ancillaries,0.01
- Any -,Engineering / Construction,0.01
- Any -,Export-Import / Trading,0.01
- Any -,Hotel / Restaurant,0.01
- Any -,IT - Hardware / Networking,0.01
- Any -,Recruitment Services,0.01
Advertising / MR / PR / Events,IT - Software,0.2
Advertising / MR / PR / Events,Advertising / MR / PR / Events,0.15
Advertising / MR / PR / Events,BPO / Call Center,0.1
Advertising / MR / PR / Events,Internet / E-Commerce,0.05
Advertising / MR / PR / Events,Banking / Financial Services,0.04
Advertising / MR / PR / Events,Education / Training,0.04
Advertising / MR / PR / Events,Media / Dotcom / Entertainment,0.03
Advertising / MR / PR / Events,Manufacturing,0.03
Advertising / MR / PR / Events,Recruitment Services,0.03
Advertising / MR / PR / Events,Fresher (No Industry),0.03
Advertising / MR / PR / Events,Printing / Packaging,0.03
Advertising / MR / PR / Events,FMCG / F&B,0.03
Advertising / MR / PR / Events,Automobile / Auto Ancillaries,0.02
Advertising / MR / PR / Events,Quality Certification,0.02
Advertising / MR / PR / Events,Medical / Healthcare,0.02
Advertising / MR / PR / Events,Insurance,0.01
Advertising / MR / PR / Events,Travel / Tourism,0.01
Advertising / MR / PR / Events,Pharma / Biotech,0.01
Advertising / MR / PR / Events,Textile / Garments / Fashion,0.01
Advertising / MR / PR / Events,Engineering / Construction,0.01
Advertising / MR / PR / Events,Telecom / ISP,0.01
Advertising / MR / PR / Events,Paper / Wood,0.01
Advertising / MR / PR / Events,Consumer Durables / Electronics,0.01
Advertising / MR / PR / Events,Retail,0.01
Advertising / MR / PR / Events,Hotel / Restaurant,0.01
Advertising / MR / PR / Events,Real Estate,0.01
Advertising / MR / PR / Events,IT - Hardware / Networking,0.01
Advertising / MR / PR / Events,Management Consulting / Strategy,0.01
Advertising / MR / PR / Events,Logistics / Courier / Transportation,0
Advertising / MR / PR / Events,Gems / Jewellery,0
Advertising / MR / PR / Events,Personal Care / Beauty,0
Advertising / MR / PR / Events,Architecture / Interior Design,0
Advertising / MR / PR / Events,Chemical / Plastic / Rubber / Glass,0
Advertising / MR / PR / Events,Environment / Waste Management,0
Advertising / MR / PR / Events,Industrial Design,0
Advertising / MR / PR / Events,NGO / Social Work,0
Advertising / MR / PR / Events,KPO / Analytics,0
Advertising / MR / PR / Events,Animation,0
Advertising / MR / PR / Events,Aviation / Airline,0
Advertising / MR / PR / Events,Fertilizers / Pesticides,0
Advertising / MR / PR / Events,Power / Energy,0
Advertising / MR / PR / Events,M,0
Advertising / MR / PR / Events,Metal / Iron / Steel,0
Advertising / MR / PR / Events,Sculpture / Craft,0
Advertising / MR / PR / Events,Export-Import / Trading,0
Advertising / MR / PR / Events,Furnishings / Sanitaryware / Electricals,0
Advertising / MR / PR / Events,Security / Detective Services,0
Advertising / MR / PR / Events,Agriculture / Dairy,0
Advertising / MR / PR / Events,Government Department,0
Advertising / MR / PR / Events,Legal,0
Advertising / MR / PR / Events,Oil & Gas / Petroleum,0
Advertising / MR / PR / Events,A,0
Advertising / MR / PR / Events,Astrology,0
Advertising / MR / PR / Events,Banking /,0
Advertising / MR / PR / Events,Cement / Building Material,0
Advertising / MR / PR / Events,Gifts / Toys / Stationary,0
Advertising / MR / PR / Events,Secu,0
Advertising / MR / PR / Events,Sports / Fitness,0
Advertising / MR / PR / Events,Trav,0
Agriculture / Dairy,BPO / Call Center,0.2
Agriculture / Dairy,Manufacturing,0.1
Agriculture / Dairy,Banking / Financial Services,0.08
Agriculture / Dairy,FMCG / F&B,0.07
Agriculture / Dairy,IT - Software,0.07
Agriculture / Dairy,Fresher (No Industry),0.06
Agriculture / Dairy,Pharma / Biotech,0.05
Agriculture / Dairy,Quality Certification,0.04
Agriculture / Dairy,Agriculture / Dairy,0.03
Agriculture / Dairy,Recruitment Services,0.02
Agriculture / Dairy,Education / Training,0.02
Agriculture / Dairy,Engineering / Construction,0.02
Agriculture / Dairy,Advertising / MR / PR / Events,0.02
Agriculture / Dairy,Fertilizers / Pesticides,0.02
Agriculture / Dairy,Automobile / Auto Ancillaries,0.01
Agriculture / Dairy,Real Estate,0.01
Agriculture / Dairy,Management Consulting / Strategy,0.01
Agriculture / Dairy,Textile / Garments / Fashion,0.01
Agriculture / Dairy,Internet / E-Commerce,0.01
Agriculture / Dairy,Logistics / Courier / Transportation,0.01
Agriculture / Dairy,Medical / Healthcare,0.01
Agriculture / Dairy,Power / Energy,0.01
Agriculture / Dairy,Retail,0.01
Agriculture / Dairy,Export-Import / Trading,0.01
Agriculture / Dairy,Telecom / ISP,0.01
Agriculture / Dairy,Chemical / Plastic / Rubber / Glass,0.01
Agriculture / Dairy,Consumer Durables / Electronics,0.01
Agriculture / Dairy,Insurance,0.01
Agriculture / Dairy,Hotel / Restaurant,0.01
Agriculture / Dairy,Legal,0.01
Agriculture / Dairy,Paper / Wood,0.01
Agriculture / Dairy,Travel / Tourism,0.01
Agriculture / Dairy,Furnishings / Sanitaryware / Electricals,0
Agriculture / Dairy,Aviation / Airline,0
Agriculture / Dairy,Metal / Iron / Steel,0
Agriculture / Dairy,NGO / Social Work,0
Agriculture / Dairy,Architecture / Interior Design,0
Agriculture / Dairy,Cement / Building Material,0
Agriculture / Dairy,Gems / Jewellery,0
Agriculture / Dairy,IT - Hardware / Networking,0
Agriculture / Dairy,Media / Dotcom / Entertainment,0
Agriculture / Dairy,Personal Care / Beauty,0
Agriculture / Dairy,Sculpture / Craft,0
Animation,IT - Software,0.31
Animation,Advertising / MR / PR / Events,0.12
Animation,Animation,0.09
Animation,BPO / Call Center,0.08
Animation,Printing / Packaging,0.06
Animation,Internet / E-Commerce,0.05
Animation,Media / Dotcom / Entertainment,0.05
Animation,Architecture / Interior Design,0.03
Animation,Recruitment Services,0.03
Animation,FMCG / F&B,0.03
Animation,Manufacturing,0.02
Animation,Textile / Garments / Fashion,0.02
Animation,Education / Training,0.02
Animation,Automobile / Auto Ancillaries,0.02
Animation,Banking / Financial Services,0.01
Animation,Quality Certification,0.01
Animation,Chemical / Plastic / Rubber / Glass,0.01
Animation,IT - Hardware / Networking,0.01
Animation,Telecom / ISP,0.01
Animation,Consumer Durables / Electronics,0
Animation,Engineering / Construction,0
Animation,Fresher (No Industry),0
Animation,Gems / Jewellery,0
Animation,Government Department,0
Animation,Logistics / Courier / Transportation,0
Animation,M,0
Animation,Management Consulting / Strategy,0
Animation,Pharma / Biotech,0
Animation,Power / Energy,0
Architecture / Interior Design,Architecture / Interior Design,0.33
Architecture / Interior Design,FMCG / F&B,0.19
Architecture / Interior Design,Engineering / Construction,0.13
Architecture / Interior Design,Manufacturing,0.05
Architecture / Interior Design,IT - Software,0.05
Architecture / Interior Design,BPO / Call Center,0.04
Architecture / Interior Design,Education / Training,0.02
Architecture / Interior Design,Advertising / MR / PR / Events,0.02
Architecture / Interior Design,A,0.02
Architecture / Interior Design,Banking / Financial Services,0.01
Architecture / Interior Design,Fresher (No Industry),0.01
Architecture / Interior Design,Internet / E-Commerce,0.01
Architecture / Interior Design,Real Estate,0.01
Architecture / Interior Design,Recruitment Services,0.01
Architecture / Interior Design,Medical / Healthcare,0.01
Architecture / Interior Design,Quality Certification,0.01
Architecture / Interior Design,Management Consulting / Strategy,0.01
Architecture / Interior Design,Animation,0
Architecture / Interior Design,Export-Import / Trading,0
Architecture / Interior Design,IT - Hardware / Networking,0
Architecture / Interior Design,Insurance,0
Architecture / Interior Design,Oil & Gas / Petroleum,0
Architecture / Interior Design,Pharma / Biotech,0
Architecture / Interior Design,Textile / Garments / Fashion,0
Architecture / Interior Design,Furnishings / Sanitaryware / Electricals,0
Architecture / Interior Design,Logistics / Courier / Transportation,0
Architecture / Interior Design,Printing / Packaging,0
Architecture / Interior Design,Telecom / ISP,0
Architecture / Interior Design,Automobile / Auto Ancillaries,0
Architecture / Interior Design,Consumer Durables / Electronics,0
Architecture / Interior Design,Fertilizers / Pesticides,0
Architecture / Interior Design,Hotel / Restaurant,0
Architecture / Interior Design,Media / Dotcom / Entertainment,0
Architecture / Interior Design,Power / Energy,0
Architecture / Interior Design,Retail,0
Architecture / Interior Design,Chemical / Plastic / Rubber / Glass,0
Architecture / Interior Design,KPO / Analytics,0
Architecture / Interior Design,NGO / Social Work,0
Architecture / Interior Design,Travel / Tourism,0
Architecture / Interior Design,Cement / Building Material,0
Architecture / Interior Design,Gems / Jewellery,0
Architecture / Interior Design,Government Department,0
Architecture / Interior Design,Legal,0
Architecture / Interior Design,Metal / Iron / Steel,0
Architecture / Interior Design,Paper / Wood,0
Architecture / Interior Design,Sculpture / Craft,0
Astrology,BPO / Call Center,0.28
Astrology,Internet / E-Commerce,0.11
Astrology,Medical / Healthcare,0.11
Astrology,Engineering / Construction,0.06
Astrology,IT - Software,0.06
Astrology,M,0.06
Astrology,Manufacturing,0.06
Astrology,Media / Dotcom / Entertainment,0.06
Astrology,Pharma / Biotech,0.06
Astrology,Printing / Packaging,0.06
Astrology,Quality Certification,0.06
Astrology,Recruitment Services,0.06
Automobile / Auto Ancillaries,BPO / Call Center,0.15
Automobile / Auto Ancillaries,Manufacturing,0.14
Automobile / Auto Ancillaries,Automobile / Auto Ancillaries,0.12
Automobile / Auto Ancillaries,Fresher (No Industry),0.08
Automobile / Auto Ancillaries,IT - Software,0.05
Automobile / Auto Ancillaries,Banking / Financial Services,0.05
Automobile / Auto Ancillaries,Textile / Garments / Fashion,0.04
Automobile / Auto Ancillaries,FMCG / F&B,0.03
Automobile / Auto Ancillaries,Engineering / Construction,0.03
Automobile / Auto Ancillaries,Recruitment Services,0.03
Automobile / Auto Ancillaries,Pharma / Biotech,0.02
Automobile / Auto Ancillaries,Quality Certification,0.02
Automobile / Auto Ancillaries,Advertising / MR / PR / Events,0.02
Automobile / Auto Ancillaries,Paper / Wood,0.02
Automobile / Auto Ancillaries,Internet / E-Commerce,0.02
Automobile / Auto Ancillaries,Medical / Healthcare,0.01
Automobile / Auto Ancillaries,Insurance,0.01
Automobile / Auto Ancillaries,Education / Training,0.01
Automobile / Auto Ancillaries,Consumer Durables / Electronics,0.01
Automobile / Auto Ancillaries,Telecom / ISP,0.01
Automobile / Auto Ancillaries,Hotel / Restaurant,0.01
Automobile / Auto Ancillaries,Architecture / Interior Design,0.01
Automobile / Auto Ancillaries,Logistics / Courier / Transportation,0.01
Automobile / Auto Ancillaries,Retail,0.01
Automobile / Auto Ancillaries,Real Estate,0.01
Automobile / Auto Ancillaries,Export-Import / Trading,0.01
Automobile / Auto Ancillaries,Travel / Tourism,0.01
Automobile / Auto Ancillaries,Power / Energy,0.01
Automobile / Auto Ancillaries,Chemical / Plastic / Rubber / Glass,0.01
Automobile / Auto Ancillaries,Metal / Iron / Steel,0.01
Automobile / Auto Ancillaries,IT - Hardware / Networking,0
Automobile / Auto Ancillaries,Printing / Packaging,0
Automobile / Auto Ancillaries,Cement / Building Material,0
Automobile / Auto Ancillaries,Personal Care / Beauty,0
Automobile / Auto Ancillaries,Oil & Gas / Petroleum,0
Automobile / Auto Ancillaries,Aviation / Airline,0
Automobile / Auto Ancillaries,KPO / Analytics,0
Automobile / Auto Ancillaries,Auto,0
Automobile / Auto Ancillaries,Legal,0
Automobile / Auto Ancillaries,Management Consulting / Strategy,0
Automobile / Auto Ancillaries,Fertilizers / Pesticides,0
Automobile / Auto Ancillaries,Agriculture / Dairy,0
Automobile / Auto Ancillaries,NGO / Social Work,0
Automobile / Auto Ancillaries,Furnishings / Sanitaryware / Electricals,0
Automobile / Auto Ancillaries,Gems / Jewellery,0
Automobile / Auto Ancillaries,Environment / Waste Management,0
Automobile / Auto Ancillaries,Government Department,0
Automobile / Auto Ancillaries,Media / Dotcom / Entertainment,0
Automobile / Auto Ancillaries,Security / Detective Services,0
Automobile / Auto Ancillaries,Merchant Navy,0
Automobile / Auto Ancillaries,Paint,0
Automobile / Auto Ancillaries,Sculpture / Craft,0
Automobile / Auto Ancillaries,Mining,0
Automobile / Auto Ancillaries,Sports / Fitness,0
Automobile / Auto Ancillaries,Animation,0
Automobile / Auto Ancillaries,Astrology,0
Automobile / Auto Ancillaries,Aviation / Airlin,0
Automobile / Auto Ancillaries,Engineering / Constructio,0
Automobile / Auto Ancillaries,M,0
Automobile / Auto Ancillaries,Matrimony,0
Automobile / Auto Ancillaries,Unskilled Labor / Domestic Help,0
Aviation / Airline,BPO / Call Center,0.26
Aviation / Airline,Aviation / Airline,0.1
Aviation / Airline,IT - Software,0.06
Aviation / Airline,Hotel / Restaurant,0.06
Aviation / Airline,Travel / Tourism,0.05
Aviation / Airline,Banking / Financial Services,0.05
Aviation / Airline,Manufacturing,0.05
Aviation / Airline,Engineering / Construction,0.04
Aviation / Airline,Fresher (No Industry),0.03
Aviation / Airline,Medical / Healthcare,0.02
Aviation / Airline,Recruitment Services,0.02
Aviation / Airline,Advertising / MR / PR / Events,0.02
Aviation / Airline,Education / Training,0.02
Aviation / Airline,Pharma / Biotech,0.02
Aviation / Airline,Textile / Garments / Fashion,0.02
Aviation / Airline,Automobile / Auto Ancillaries,0.02
Aviation / Airline,Real Estate,0.02
Aviation / Airline,FMCG / F&B,0.01
Aviation / Airline,Internet / E-Commerce,0.01
Aviation / Airline,Retail,0.01
Aviation / Airline,IT - Hardware / Networking,0.01
Aviation / Airline,Telecom / ISP,0.01
Aviation / Airline,Export-Import / Trading,0.01
Aviation / Airline,Gems / Jewellery,0.01
Aviation / Airline,Logistics / Courier / Transportation,0.01
Aviation / Airline,Security / Detective Services,0.01
Aviation / Airline,Agriculture / Dairy,0
Aviation / Airline,Chemical / Plastic / Rubber / Glass,0
Aviation / Airline,KPO / Analytics,0
Aviation / Airline,Logistics / Courier / Tra,0
Aviation / Airline,Media / Dotcom / Entertainment,0
Aviation / Airline,Architecture / Interior Design,0
Aviation / Airline,Aviation / Airlin,0
Aviation / Airline,Consumer Durables / Electronics,0
Aviation / Airline,Industrial Design,0
Aviation / Airline,Insurance,0
Aviation / Airline,Management Consulting / Strategy,0
Aviation / Airline,Military / Police / Arms & Ammunition,0
Aviation / Airline,NGO / Social Work,0
Aviation / Airline,Personal Care / Beauty,0
Aviation / Airline,Printing / Packaging,0
Aviation / Airline,Quality Certification,0
Banking / Financial Services,Banking / Financial Services,0.29
Banking / Financial Services,BPO / Call Center,0.19
Banking / Financial Services,IT - Software,0.06
Banking / Financial Services,Quality Certification,0.05
Banking / Financial Services,Insurance,0.04
Banking / Financial Services,Manufacturing,0.04
Banking / Financial Services,Fresher (No Industry),0.03
Banking / Financial Services,Internet / E-Commerce,0.02
Banking / Financial Services,Advertising / MR / PR / Events,0.02
Banking / Financial Services,Recruitment Services,0.02
Banking / Financial Services,Pharma / Biotech,0.02
Banking / Financial Services,FMCG / F&B,0.02
Banking / Financial Services,Education / Training,0.02
Banking / Financial Services,Medical / Healthcare,0.01
Banking / Financial Services,Travel / Tourism,0.01
Banking / Financial Services,Logistics / Courier / Transportation,0.01
Banking / Financial Services,Real Estate,0.01
Banking / Financial Services,Retail,0.01
Banking / Financial Services,Export-Import / Trading,0.01
Banking / Financial Services,Telecom / ISP,0.01
Banking / Financial Services,Engineering / Construction,0.01
Banking / Financial Services,Automobile / Auto Ancillaries,0.01
Banking / Financial Services,Consumer Durables / Electronics,0.01
Banking / Financial Services,Management Consulting / Strategy,0.01
Banking / Financial Services,IT - Hardware / Networking,0.01
Banking / Financial Services,Fertilizers / Pesticides,0.01
Banking / Financial Services,Hotel / Restaurant,0.01
Banking / Financial Services,KPO / Analytics,0
Banking / Financial Services,Textile / Garments / Fashion,0
Banking / Financial Services,Banking /,0
Banking / Financial Services,Gems / Jewellery,0
Banking / Financial Services,Power / Energy,0
Banking / Financial Services,Chemical / Plastic / Rubber / Glass,0
Banking / Financial Services,Sculpture / Craft,0
Banking / Financial Services,Government Department,0
Banking / Financial Services,Legal,0
Banking / Financial Services,Aviation / Airline,0
Banking / Financial Services,Paper / Wood,0
Banking / Financial Services,Media / Dotcom / Entertainment,0
Banking / Financial Services,NGO / Social Work,0
Banking / Financial Services,Security / Detective Services,0
Banking / Financial Services,Metal / Iron / Steel,0
Banking / Financial Services,Personal Care / Beauty,0
Banking / Financial Services,Cement / Building Material,0
Banking / Financial Services,Environment / Waste Management,0
Banking / Financial Services,Printing / Packaging,0
Banking / Financial Services,Furnishings / Sanitaryware / Electricals,0
Banking / Financial Services,Oil & Gas / Petroleum,0
Banking / Financial Services,Architecture / Interior Design,0
Banking / Financial Services,Mining,0
Banking / Financial Services,Agriculture / Dairy,0
Banking / Financial Services,M,0
Banking / Financial Services,Sports / Fitness,0
Banking / Financial Services,Animation,0
Banking / Financial Services,Logistics / Courier / Tra,0
Banking / Financial Services,Matrimony,0
Banking / Financial Services,Paint,0
Banking / Financial Services,Trav,0
Banking / Financial Services,BPO / Call Cente,0
Banking / Financial Services,Engineering / Constructio,0
Banking / Financial Services,Fresher (No ,0
BPO / Call Center,BPO / Call Center,0.65
BPO / Call Center,IT - Software,0.05
BPO / Call Center,Banking / Financial Services,0.05
BPO / Call Center,Fresher (No Industry),0.04
BPO / Call Center,Quality Certification,0.02
BPO / Call Center,Recruitment Services,0.02
BPO / Call Center,Medical / Healthcare,0.01
BPO / Call Center,Education / Training,0.01
BPO / Call Center,Internet / E-Commerce,0.01
BPO / Call Center,Pharma / Biotech,0.01
BPO / Call Center,Manufacturing,0.01
BPO / Call Center,Advertising / MR / PR / Events,0.01
BPO / Call Center,KPO / Analytics,0.01
BPO / Call Center,Aviation / Airline,0.01
BPO / Call Center,Telecom / ISP,0.01
BPO / Call Center,FMCG / F&B,0.01
BPO / Call Center,Travel / Tourism,0.01
BPO / Call Center,IT - Hardware / Networking,0.01
BPO / Call Center,Insurance,0
BPO / Call Center,Hotel / Restaurant,0
BPO / Call Center,Automobile / Auto Ancillaries,0
BPO / Call Center,Engineering / Construction,0
BPO / Call Center,Real Estate,0
BPO / Call Center,Textile / Garments / Fashion,0
BPO / Call Center,Logistics / Courier / Transportation,0
BPO / Call Center,Media / Dotcom / Entertainment,0
BPO / Call Center,Retail,0
BPO / Call Center,Management Consulting / Strategy,0
BPO / Call Center,Consumer Durables / Electronics,0
BPO / Call Center,Export-Import / Trading,0
BPO / Call Center,NGO / Social Work,0
BPO / Call Center,Paper / Wood,0
BPO / Call Center,Gems / Jewellery,0
BPO / Call Center,Legal,0
BPO / Call Center,Fertilizers / Pesticides,0
BPO / Call Center,Oil & Gas / Petroleum,0
BPO / Call Center,Sculpture / Craft,0
BPO / Call Center,Government Department,0
BPO / Call Center,Personal Care / Beauty,0
BPO / Call Center,Matrimony,0
BPO / Call Center,BPO / Call Cente,0
BPO / Call Center,Cement / Building Material,0
BPO / Call Center,M,0
BPO / Call Center,Agriculture / Dairy,0
BPO / Call Center,Environment / Waste Management,0
BPO / Call Center,Animation,0
BPO / Call Center,Chemical / Plastic / Rubber / Glass,0
BPO / Call Center,Security / Detective Services,0
BPO / Call Center,A,0
BPO / Call Center,Architecture / Interior Design,0
BPO / Call Center,Industrial Design,0
BPO / Call Center,Mining,0
BPO / Call Center,Power / Energy,0
BPO / Call Center,Astrology,0
BPO / Call Center,Aviation / Airlin,0
BPO / Call Center,Banking /,0
BPO / Call Center,Fresher (No ,0
BPO / Call Center,Furnishings / Sanitaryware / Electricals,0
BPO / Call Center,Metal / Iron / Steel,0
BPO / Call Center,Printing / Packaging,0
BPO / Call Center,Unskilled Labor / Domestic Help,0
BPO / Call Center,Veterinary Science / Pet Care,0
Cement / Building Material,BPO / Call Center,0.16
Cement / Building Material,Engineering / Construction,0.13
Cement / Building Material,Manufacturing,0.1
Cement / Building Material,Fresher (No Industry),0.08
Cement / Building Material,IT - Software,0.06
Cement / Building Material,Banking / Financial Services,0.05
Cement / Building Material,Education / Training,0.03
Cement / Building Material,FMCG / F&B,0.03
Cement / Building Material,Quality Certification,0.03
Cement / Building Material,Automobile / Auto Ancillaries,0.03
Cement / Building Material,Recruitment Services,0.03
Cement / Building Material,Textile / Garments / Fashion,0.02
Cement / Building Material,Logistics / Courier / Transportation,0.02
Cement / Building Material,Cement / Building Material,0.02
Cement / Building Material,Paper / Wood,0.02
Cement / Building Material,Advertising / MR / PR / Events,0.02
Cement / Building Material,Insurance,0.02
Cement / Building Material,Medical / Healthcare,0.02
Cement / Building Material,Consumer Durables / Electronics,0.01
Cement / Building Material,Metal / Iron / Steel,0.01
Cement / Building Material,Pharma / Biotech,0.01
Cement / Building Material,Power / Energy,0.01
Cement / Building Material,Retail,0.01
Cement / Building Material,Hotel / Restaurant,0.01
Cement / Building Material,IT - Hardware / Networking,0.01
Cement / Building Material,Export-Import / Trading,0.01
Cement / Building Material,Real Estate,0.01
Cement / Building Material,Telecom / ISP,0.01
Cement / Building Material,Aviation / Airline,0
Cement / Building Material,Furnishings / Sanitaryware / Electricals,0
Cement / Building Material,Internet / E-Commerce,0
Cement / Building Material,KPO / Analytics,0
Cement / Building Material,NGO / Social Work,0
Cement / Building Material,Oil & Gas / Petroleum,0
Cement / Building Material,Agriculture / Dairy,0
Cement / Building Material,Animation,0
Cement / Building Material,Chemical / Plastic / Rubber / Glass,0
Cement / Building Material,Environment / Waste Management,0
Cement / Building Material,Legal,0
Cement / Building Material,Media / Dotcom / Entertainment,0
Cement / Building Material,Printing / Packaging,0
Cement / Building Material,Travel / Tourism,0
Cement / Building Material,Architecture / Interior Design,0
Cement / Building Material,BPO / Call Cente,0
Cement / Building Material,Fertilizers / Pesticides,0
Cement / Building Material,Gems / Jewellery,0
Cement / Building Material,Industrial Design,0
Cement / Building Material,Paint,0
Cement / Building Material,Sculpture / Craft,0
Cement / Building Material,Security / Detective Services,0
Chemical / Plastic / Rubber / Glass,Manufacturing,0.15
Chemical / Plastic / Rubber / Glass,Pharma / Biotech,0.12
Chemical / Plastic / Rubber / Glass,BPO / Call Center,0.1
Chemical / Plastic / Rubber / Glass,Fresher (No Industry),0.06
Chemical / Plastic / Rubber / Glass,Chemical / Plastic / Rubber / Glass,0.05
Chemical / Plastic / Rubber / Glass,Textile / Garments / Fashion,0.05
Chemical / Plastic / Rubber / Glass,FMCG / F&B,0.04
Chemical / Plastic / Rubber / Glass,IT - Software,0.04
Chemical / Plastic / Rubber / Glass,Engineering / Construction,0.03
Chemical / Plastic / Rubber / Glass,Automobile / Auto Ancillaries,0.03
Chemical / Plastic / Rubber / Glass,Banking / Financial Services,0.03
Chemical / Plastic / Rubber / Glass,Management Consulting / Strategy,0.03
Chemical / Plastic / Rubber / Glass,Medical / Healthcare,0.02
Chemical / Plastic / Rubber / Glass,Education / Training,0.02
Chemical / Plastic / Rubber / Glass,Paper / Wood,0.02
Chemical / Plastic / Rubber / Glass,Recruitment Services,0.02
Chemical / Plastic / Rubber / Glass,Fertilizers / Pesticides,0.02
Chemical / Plastic / Rubber / Glass,Quality Certification,0.02
Chemical / Plastic / Rubber / Glass,Advertising / MR / PR / Events,0.01
Chemical / Plastic / Rubber / Glass,Export-Import / Trading,0.01
Chemical / Plastic / Rubber / Glass,Paint,0.01
Chemical / Plastic / Rubber / Glass,Telecom / ISP,0.01
Chemical / Plastic / Rubber / Glass,Logistics / Courier / Transportation,0.01
Chemical / Plastic / Rubber / Glass,Power / Energy,0.01
Chemical / Plastic / Rubber / Glass,Cement / Building Material,0.01
Chemical / Plastic / Rubber / Glass,Printing / Packaging,0.01
Chemical / Plastic / Rubber / Glass,Internet / E-Commerce,0.01
Chemical / Plastic / Rubber / Glass,Consumer Durables / Electronics,0.01
Chemical / Plastic / Rubber / Glass,Real Estate,0.01
Chemical / Plastic / Rubber / Glass,Architecture / Interior Design,0.01
Chemical / Plastic / Rubber / Glass,Hotel / Restaurant,0.01
Chemical / Plastic / Rubber / Glass,Insurance,0.01
Chemical / Plastic / Rubber / Glass,Metal / Iron / Steel,0.01
Chemical / Plastic / Rubber / Glass,Oil & Gas / Petroleum,0
Chemical / Plastic / Rubber / Glass,Environment / Waste Management,0
Chemical / Plastic / Rubber / Glass,IT - Hardware / Networking,0
Chemical / Plastic / Rubber / Glass,KPO / Analytics,0
Chemical / Plastic / Rubber / Glass,Personal Care / Beauty,0
Chemical / Plastic / Rubber / Glass,Sculpture / Craft,0
Chemical / Plastic / Rubber / Glass,Travel / Tourism,0
Chemical / Plastic / Rubber / Glass,Aviation / Airline,0
Chemical / Plastic / Rubber / Glass,Retail,0
Chemical / Plastic / Rubber / Glass,Furnishings / Sanitaryware / Electricals,0
Chemical / Plastic / Rubber / Glass,Gems / Jewellery,0
Chemical / Plastic / Rubber / Glass,Legal,0
Chemical / Plastic / Rubber / Glass,Media / Dotcom / Entertainment,0
Chemical / Plastic / Rubber / Glass,Mining,0
Chemical / Plastic / Rubber / Glass,Sports / Fitness,0
Chemical / Plastic / Rubber / Glass,Agriculture / Dairy,0
Chemical / Plastic / Rubber / Glass,Engineering / Constructio,0
Chemical / Plastic / Rubber / Glass,Security / Detective Services,0
Consumer Durables / Electronics,BPO / Call Center,0.13
Consumer Durables / Electronics,Manufacturing,0.12
Consumer Durables / Electronics,IT - Software,0.07
Consumer Durables / Electronics,Banking / Financial Services,0.06
Consumer Durables / Electronics,Consumer Durables / Electronics,0.05
Consumer Durables / Electronics,FMCG / F&B,0.05
Consumer Durables / Electronics,Quality Certification,0.04
Consumer Durables / Electronics,Advertising / MR / PR / Events,0.03
Consumer Durables / Electronics,Fresher (No Industry),0.03
Consumer Durables / Electronics,Education / Training,0.03
Consumer Durables / Electronics,Medical / Healthcare,0.03
Consumer Durables / Electronics,Internet / E-Commerce,0.03
Consumer Durables / Electronics,Paper / Wood,0.03
Consumer Durables / Electronics,Retail,0.03
Consumer Durables / Electronics,Insurance,0.02
Consumer Durables / Electronics,Engineering / Construction,0.02
Consumer Durables / Electronics,Recruitment Services,0.02
Consumer Durables / Electronics,Telecom / ISP,0.02
Consumer Durables / Electronics,Textile / Garments / Fashion,0.02
Consumer Durables / Electronics,Pharma / Biotech,0.02
Consumer Durables / Electronics,Automobile / Auto Ancillaries,0.02
Consumer Durables / Electronics,Logistics / Courier / Transportation,0.01
Consumer Durables / Electronics,IT - Hardware / Networking,0.01
Consumer Durables / Electronics,Power / Energy,0.01
Consumer Durables / Electronics,Real Estate,0.01
Consumer Durables / Electronics,Furnishings / Sanitaryware / Electricals,0.01
Consumer Durables / Electronics,KPO / Analytics,0.01
Consumer Durables / Electronics,Travel / Tourism,0.01
Consumer Durables / Electronics,Gems / Jewellery,0.01
Consumer Durables / Electronics,Chemical / Plastic / Rubber / Glass,0.01
Consumer Durables / Electronics,Aviation / Airline,0
Consumer Durables / Electronics,Cement / Building Material,0
Consumer Durables / Electronics,Architecture / Interior Design,0
Consumer Durables / Electronics,Export-Import / Trading,0
Consumer Durables / Electronics,Legal,0
Consumer Durables / Electronics,Printing / Packaging,0
Consumer Durables / Electronics,Security / Detective Services,0
Consumer Durables / Electronics,Government Department,0
Consumer Durables / Electronics,Hotel / Restaurant,0
Consumer Durables / Electronics,NGO / Social Work,0
Consumer Durables / Electronics,Oil & Gas / Petroleum,0
Consumer Durables / Electronics,Animation,0
Consumer Durables / Electronics,Media / Dotcom / Entertainment,0
Consumer Durables / Electronics,Metal / Iron / Steel,0
Consumer Durables / Electronics,Personal Care / Beauty,0
Consumer Durables / Electronics,Sculpture / Craft,0
Consumer Durables / Electronics,Astrology,0
Consumer Durables / Electronics,Aviation / Airlin,0
Consumer Durables / Electronics,Engineering / Constructio,0
Consumer Durables / Electronics,Environment / Waste Management,0
Consumer Durables / Electronics,Fertilizers / Pesticides,0
Consumer Durables / Electronics,Industrial Design,0
